"id";"name";"year";"elecons";"allowances";"crimes";"urban";"wages";"nonworking";"unemplyshare";"pop";"ecocrimes";"propcrimes";"lifecrimes";"detect"
"020811462000";"Powiat m. Zielona Góra";"2014";688.8;19260;4570;100;89.4;61.2;5.8;118920;1012;2667;90;60.5
"020811462000";"Powiat m. Zielona Góra";"2015";584.5;18983;4611;100;89.9;62;4.7;138711;1101;2628;105;60.2
"020811462000";"Powiat m. Zielona Góra";"2016";720.6;17827;3363;100;91.4;64.4;3.5;139330;548;1897;110;49.9
"020811462000";"Powiat m. Zielona Góra";"2017";757.8;16849;3698;100;92.2;67;2.7;139819;886;2092;104;56.7
"020811462000";"Powiat m. Zielona Góra";"2018";783;15620;4400;100;91.4;69.2;2.8;140297;1065;2309;106;60
"020811462000";"Powiat m. Zielona Góra";"2019";807;14213;4984;100;94.4;71.4;2;141222;1750;2803;110;56.6
"020811462000";"Powiat m. Zielona Góra";"2020";819.8;13494;4213;100;94.4;0;3.3;140148;1027;2170;96;54.6
"020811462000";"Powiat m. Zielona Góra";"2021";833.9;13680;4493;100;94.9;0;3;139667;1580;2916;68;55.5
"020811462000";"Powiat m. Zielona Góra";"2022";792.9;13339;3961;100;96.4;0;2.2;139278;855;2398;66;56.1
"023015706000";"Powiat jarociński";"2013";661.5;7849;1143;39.73;70.4;57.4;7.9;71632;154;514;30;70.6
"023015706000";"Powiat jarociński";"2014";652.2;7457;1119;39.77;70;58.4;6.3;71775;223;477;25;77.1
"023015706000";"Powiat jarociński";"2015";624.7;6570;1061;39.7;69.8;59.7;5.3;71790;174;433;15;79.3
"023015706000";"Powiat jarociński";"2016";693.7;5952;855;41.65;71.5;61.2;3.5;71738;188;358;20;75.7
"023015706000";"Powiat jarociński";"2017";693.9;5573;818;41.57;73.8;63.2;2.8;71741;142;300;12;80.9
"023015706000";"Powiat jarociński";"2018";699.1;4922;944;41.58;74.7;64.5;2.4;71686;175;289;31;83.1
"023015706000";"Powiat jarociński";"2019";713.1;4613;871;41.4;75.2;66.2;2.3;71563;193;321;23;79.8
"023015706000";"Powiat jarociński";"2020";751.8;4143;834;42.3;75.9;0;3.4;70533;211;319;19;82.2
"023015706000";"Powiat jarociński";"2021";712.1;4370;935;42.74;78.7;0;3.1;70235;199;362;25;82.1
"023015706000";"Powiat jarociński";"2022";679.3;4564;912;42.61;80.4;0;2.7;70037;234;371;23;84.5
"023015707000";"Powiat kaliski";"2013";788;1994;1363;1.89;72.9;58.1;4.9;82585;148;368;15;69.4
"023015707000";"Powiat kaliski";"2014";798.9;1779;1151;1.86;75.1;58.6;4;82814;198;352;25;70.7
"023015707000";"Powiat kaliski";"2015";772.4;1570;806;1.82;73.1;59.2;3.1;82838;68;278;9;66.9
"023015707000";"Powiat kaliski";"2016";872.4;1341;666;1.83;73.3;60.1;2.5;82905;68;178;12;76.4
"023015707000";"Powiat kaliski";"2017";862.2;1121;650;6.32;74.1;61.1;1.8;83124;95;184;21;83.2
"023015707000";"Powiat kaliski";"2018";880.1;847;635;6.27;74.6;62;1.4;83030;89;215;17;77.4
"023015707000";"Powiat kaliski";"2019";916.8;669;1132;6.17;76.6;62.9;1.4;83026;516;187;13;77.8
"023015707000";"Powiat kaliski";"2020";932.1;598;626;6.06;76;0;1.8;82904;113;148;13;74.3
"023015707000";"Powiat kaliski";"2021";896.2;540;784;8.21;75.9;0;1.7;82740;65;209;22;80.8
"023015707000";"Powiat kaliski";"2022";823.1;558;704;8.18;77.6;0;1.9;82503;155;143;14;70.6
"023015708000";"Powiat kępiński";"2013";695.1;4261;1636;25.85;63.4;56.6;3.9;56392;459;501;16;72.2
"023015708000";"Powiat kępiński";"2014";679.6;3941;1000;25.77;63.5;57.5;2.7;56491;144;407;7;77.1
"023015708000";"Powiat kępiński";"2015";652.5;3651;997;25.64;61.9;58.5;2.2;56427;107;432;20;75.9
"023015708000";"Powiat kępiński";"2016";740;3170;874;25.34;62;59.5;1.9;56458;125;327;15;75.2
"023015708000";"Powiat kępiński";"2017";756.8;3050;921;25.16;65.4;60.9;1.7;56394;299;369;7;80.5
"023015708000";"Powiat kępiński";"2018";777.7;2786;1000;25;65.8;62.1;1.7;56486;335;561;18;75
"023015708000";"Powiat kępiński";"2019";802;2348;1087;24.82;68.3;63.6;1.5;56451;208;361;17;84.4
"023015708000";"Powiat kępiński";"2020";832.3;2058;881;24.75;70.1;0;1.9;56537;181;360;18;85.8
"023015708000";"Powiat kępiński";"2021";790.7;1964;1751;24.58;70.7;0;1.7;56373;758;407;15;84.8
"023015708000";"Powiat kępiński";"2022";758.7;2285;1127;24.4;69.9;0;1.8;56071;297;413;18;81.7
"023015712000";"Powiat krotoszyński";"2013";724.2;12078;1436;60.06;72.4;57.8;6.4;77958;213;446;31;82.9
"023015712000";"Powiat krotoszyński";"2014";714.9;11045;1263;59.98;71.2;59;5.8;77909;237;447;34;82.7
"023015712000";"Powiat krotoszyński";"2015";682.7;10242;1176;59.87;70.6;59.9;4;77664;253;488;22;81
"023015712000";"Powiat krotoszyński";"2016";738.3;9328;997;59.81;74.6;61;3.3;77764;236;445;17;76.7
"023015712000";"Powiat krotoszyński";"2017";748.8;9260;1071;59.7;76.8;62.6;2.7;77720;291;306;24;84.5
"023015712000";"Powiat krotoszyński";"2018";759.9;8580;1358;59.58;77;64;2.5;77488;372;727;17;88.9
"023015712000";"Powiat krotoszyński";"2019";766;7900;1071;59.34;70.8;65.4;2.2;77274;244;345;28;82.1
"023015712000";"Powiat krotoszyński";"2020";800.2;7214;1137;59.63;72.8;0;3.1;76245;284;483;18;81.4
"023015712000";"Powiat krotoszyński";"2021";746.9;6800;1457;59.45;71.4;0;2.5;75717;349;741;9;83.4
"023015712000";"Powiat krotoszyński";"2022";719.8;6663;1063;59.37;71.2;0;2.4;75317;151;410;19;76.1
"023015717000";"Powiat ostrowski";"2013";674.2;19626;4128;52.67;79.6;56.9;6.4;161216;675;1889;52;70.4
"023015717000";"Powiat ostrowski";"2014";660.8;19308;4224;52.56;80.2;57.9;5;161403;1795;2897;53;69.3
"023015717000";"Powiat ostrowski";"2015";658.5;17914;4356;52.44;80.9;58.8;3.9;161435;2271;2967;38;68.7
"023015717000";"Powiat ostrowski";"2016";712.4;16332;4330;52.35;83.4;60.2;3.1;161574;2352;3083;63;70.6
"023015717000";"Powiat ostrowski";"2017";703.8;14649;2775;52.19;83.1;62.1;2.2;161763;1007;1687;45;71.6
"023015717000";"Powiat ostrowski";"2018";727;13049;2971;52.04;84.4;63.6;2;161519;1067;1739;28;76.5
"023015717000";"Powiat ostrowski";"2019";742;12260;2673;51.95;83;65.4;1.9;161581;926;1425;43;76.1
"023015717000";"Powiat ostrowski";"2020";761.6;11620;2472;51.79;82.2;0;2.5;159843;899;1258;36;76.9
"023015717000";"Powiat ostrowski";"2021";668.3;11797;2822;51.52;82.4;0;2;159293;1057;1530;39;72.7
"023015717000";"Powiat ostrowski";"2022";680.2;12658;2671;51.26;82;0;2.1;158914;965;1589;28;75.7
"023015718000";"Powiat ostrzeszowski";"2013";704.2;3836;1341;33.17;78.2;57.7;7.3;55454;246;621;17;75.7
"023015718000";"Powiat ostrzeszowski";"2014";688.2;4039;1047;33.15;79.8;58.6;6;55405;184;513;23;68.9
"023015718000";"Powiat ostrzeszowski";"2015";668.6;3829;891;32.98;80.4;59.2;4.7;55409;198;362;7;65.6
"023015718000";"Powiat ostrzeszowski";"2016";736.3;3426;771;32.81;81.8;60.2;3.9;55391;153;300;13;71.2
"023015718000";"Powiat ostrzeszowski";"2017";754.4;3153;1144;32.68;82;61.2;3.2;55479;531;251;12;73.2
"023015718000";"Powiat ostrzeszowski";"2018";776.9;3013;751;32.44;80.8;62.7;3.1;55403;176;215;7;78.7
"023015718000";"Powiat ostrzeszowski";"2019";767.2;2743;896;32.26;81;64.1;2.9;55500;312;437;13;81.7
"023015718000";"Powiat ostrzeszowski";"2020";757.5;2453;696;32.23;81.3;0;3.2;55062;109;238;9;77.9
"023015718000";"Powiat ostrzeszowski";"2021";761.3;2300;786;32.03;82.3;0;2.3;54900;150;245;5;83.9
"023015718000";"Powiat ostrzeszowski";"2022";682;2692;655;31.84;81.7;0;2.6;54638;186;287;9;76.4
"023015720000";"Powiat pleszewski";"2013";694.6;8234;1288;28.06;79.4;57.3;8.5;63296;129;662;14;77.6
"023015720000";"Powiat pleszewski";"2014";690.2;8623;1038;33;79.7;58.5;5.9;63282;248;441;6;75.8
"023015720000";"Powiat pleszewski";"2015";658.5;7972;973;35.79;79.7;59.5;4.2;63252;296;270;9;75.3
"023015720000";"Powiat pleszewski";"2016";745.4;6873;930;35.61;79.2;60.7;3.4;63212;339;357;4;75.7
"023015720000";"Powiat pleszewski";"2017";733.9;6236;1040;35.43;80;62.2;2.3;63218;440;453;11;81.5
"023015720000";"Powiat pleszewski";"2018";750.1;5689;865;35.25;80;63.5;2.3;63147;273;362;7;81.1
"023015720000";"Powiat pleszewski";"2019";743;5213;704;35.08;81.4;65.1;2.6;63014;125;263;12;74.2
"023015720000";"Powiat pleszewski";"2020";794.9;5418;757;34.8;81;0;3.7;61972;215;338;8;79.4
"023015720000";"Powiat pleszewski";"2021";762.6;5382;726;34.62;82;0;2.6;61723;159;359;16;77.1
"023015720000";"Powiat pleszewski";"2022";732.9;5754;750;34.51;82.9;0;2.4;61523;166;355;6;78.4
"023015761000";"Powiat m. Kalisz";"2013";698.7;32722;3696;100;84.2;63.2;6.3;103997;771;2061;57;65.3
"023015761000";"Powiat m. Kalisz";"2014";685.4;31303;3138;100;84.8;65;5.3;103373;1009;2135;37;54.1
"023015761000";"Powiat m. Kalisz";"2015";679.7;28854;2740;100;85.1;66.7;4.2;102808;1079;2033;21;56
"023015761000";"Powiat m. Kalisz";"2016";718.2;26095;2447;100;85;68.7;3.6;102249;1024;1610;29;61.5
"023015761000";"Powiat m. Kalisz";"2017";741.6;23699;2183;100;85.9;70.6;2.5;101625;930;1288;41;59.3
"023015761000";"Powiat m. Kalisz";"2018";748.5;20184;2542;100;85.3;72.4;2.2;100975;1051;1526;49;55.8
"023015761000";"Powiat m. Kalisz";"2019";750.1;23546;2434;100;85.5;74.3;2.2;100246;760;1406;35;58.7
"023015761000";"Powiat m. Kalisz";"2020";770.9;15879;2312;100;85.4;0;3;96222;659;1341;38;64.6
"023015761000";"Powiat m. Kalisz";"2021";727.7;15334;2586;100;86;0;2.8;95021;713;1473;29;65.2
"023015761000";"Powiat m. Kalisz";"2022";711.5;27823;3435;100;86.2;0;2.9;93973;1550;1586;40;64.3
"023015803000";"Powiat gnieźnieński";"2013";694.6;31800;3116;62.81;81.1;57;8.4;144955;495;1389;118;64.9
"023015803000";"Powiat gnieźnieński";"2014";678.9;32224;2514;62.61;81.3;58.5;6.7;145075;565;1156;60;61.9
"023015803000";"Powiat gnieźnieński";"2015";674.7;30789;2203;62.29;81.6;60;5.2;145085;379;1106;64;63.1
"023015803000";"Powiat gnieźnieński";"2016";693.6;28221;1755;62.06;82.2;61.8;4.3;145211;269;915;68;61.4
"023015803000";"Powiat gnieźnieński";"2017";657.3;26465;2098;61.8;83.4;63.9;3.5;145333;415;940;60;67.7
"023015803000";"Powiat gnieźnieński";"2018";735;24035;2577;61.48;83.1;65.5;2.7;145317;383;898;50;74.3
"023015803000";"Powiat gnieźnieński";"2019";746.6;21724;2061;61.2;82.3;67.2;2.1;145418;470;879;51;69.6
"023015803000";"Powiat gnieźnieński";"2020";786;19520;2078;60.29;84.3;0;2.5;142872;570;910;52;67.2
"023015803000";"Powiat gnieźnieński";"2021";783.4;19450;2572;59.84;86;0;2.5;142166;886;1458;59;70.3
"023015803000";"Powiat gnieźnieński";"2022";766.8;19866;2818;59.38;84;0;2.6;141748;1227;1665;45;69.4
"023015809000";"Powiat kolski";"2013";685.8;11128;2054;37.71;92.4;59.3;9.9;89077;260;666;28;72.1
"023015809000";"Powiat kolski";"2014";676.7;11289;1648;37.46;90.5;59.9;8.9;88848;386;840;22;77.2
"023015809000";"Powiat kolski";"2015";634.5;10420;1402;37.39;89;60.5;7.8;88399;303;669;19;77.6
"023015809000";"Powiat kolski";"2016";713.3;9696;1083;37.1;88.8;61.4;6.1;88125;192;453;30;76
"023015809000";"Powiat kolski";"2017";714.5;8994;999;36.98;89.1;62.7;3.7;87790;177;359;32;83.1
"023015809000";"Powiat kolski";"2018";722.6;7974;1053;36.86;86.5;63.7;2.7;87216;256;409;24;81.6
"023015809000";"Powiat kolski";"2019";734.2;6995;1257;36.6;86.7;65.5;2.4;86727;242;605;33;81.4
"023015809000";"Powiat kolski";"2020";782.6;6015;1455;35.83;88.6;0;3.1;83538;326;829;29;84
"023015809000";"Powiat kolski";"2021";737.3;5593;1399;35.46;89.1;0;2;82751;376;621;26;81.9
"023015809000";"Powiat kolski";"2022";697.8;5840;1341;35.15;89.1;0;1.9;82104;434;741;23;77.8
"023015810000";"Powiat koniński";"2013";720.8;4528;2422;13.92;85;55.6;10.5;128698;129;798;69;74
"023015810000";"Powiat koniński";"2014";719.2;4270;2535;13.86;83.1;55.5;9.4;128984;677;1042;45;79
"023015810000";"Powiat koniński";"2015";683.1;3726;1756;13.81;80;55.8;8.4;129273;189;688;46;74.8
"023015810000";"Powiat koniński";"2016";762;3122;1910;13.76;77.7;56.3;7.9;129475;745;412;35;68.6
"023015810000";"Powiat koniński";"2017";754;2645;1299;13.73;76;57.2;6.1;129715;223;501;54;74
"023015810000";"Powiat koniński";"2018";765.2;2326;1146;13.68;74.6;58.1;4.8;129966;130;445;40;74.1
"023015810000";"Powiat koniński";"2019";784.1;2098;1473;13.59;73.2;58.9;4.6;130053;211;495;70;79.1
"023015810000";"Powiat koniński";"2020";815.3;1854;1163;13.53;75.8;0;5.5;128787;108;406;50;76.8
"023015810000";"Powiat koniński";"2021";695.8;1595;1236;13.42;74.3;0;4.7;128902;227;451;52;79.9
"023015810000";"Powiat koniński";"2022";715.7;1413;1367;13.24;74.4;0;4.5;128883;234;642;40;78
"023015823000";"Powiat słupecki";"2013";708;6796;993;28.64;76.1;57.1;11.2;59651;140;365;16;82.7
"023015823000";"Powiat słupecki";"2014";701.9;6845;612;28.63;77.3;57.9;9;59698;125;258;17;78.6
"023015823000";"Powiat słupecki";"2015";660.8;6785;567;28.52;76.4;58.7;6.8;59591;70;190;22;78.4
"023015823000";"Powiat słupecki";"2016";748.9;5954;494;28.31;77.3;59.4;5.8;59617;89;177;12;79.8
"023015823000";"Powiat słupecki";"2017";733.1;5051;538;28.33;78.7;60.8;5;59576;135;173;15;82.2
"023015823000";"Powiat słupecki";"2018";741.1;4591;501;28.26;79.9;61.8;4.8;59371;99;136;17;80.9
"023015823000";"Powiat słupecki";"2019";737;4115;624;28.1;80.4;63.4;4.2;59077;190;276;24;79.9
"023015823000";"Powiat słupecki";"2020";772.2;3663;1022;27.99;84.9;0;5.2;58089;488;651;18;88.8
"023015823000";"Powiat słupecki";"2021";773.4;3306;926;27.78;83.2;0;4.4;57852;329;446;10;78.9
"023015823000";"Powiat słupecki";"2022";733.4;3592;822;27.59;81.3;0;4.4;57554;242;330;13;88.9
"023015827000";"Powiat turecki";"2013";669.3;6695;2409;39.04;76.3;57.7;7.4;84420;639;722;30;82.5
"023015827000";"Powiat turecki";"2014";662.8;6652;1339;38.76;75.5;58.4;6.2;84441;257;634;20;77.7
"023015827000";"Powiat turecki";"2015";623.2;5683;1400;38.55;72.3;59;4.9;84366;335;519;17;79.6
"023015827000";"Powiat turecki";"2016";702.3;5536;1455;38.22;73.8;59.8;3.7;84297;564;483;14;74.8
"023015827000";"Powiat turecki";"2017";701.2;4910;1775;38.01;74.9;61.2;3.1;84267;899;406;20;80.6
"023015827000";"Powiat turecki";"2018";707.5;4557;1052;37.77;74;62.5;3.2;84101;164;567;17;84.1
"023015827000";"Powiat turecki";"2019";681.4;4406;1475;37.48;74.5;64.1;2.7;83894;212;441;18;89.8
"023015827000";"Powiat turecki";"2020";695.6;3992;2028;36.54;77.2;0;3.4;82151;1318;531;10;83.3
"023015827000";"Powiat turecki";"2021";693.4;3844;3089;36.26;73.4;0;2.5;81708;153;472;13;95.6
"023015827000";"Powiat turecki";"2022";649.3;4340;1656;35.89;75.3;0;2.7;81377;278;582;19;89.5
"023015830000";"Powiat wrzesiński";"2013";782.1;14438;1248;52.34;79.5;56.6;9.7;76481;96;418;38;75.1
"023015830000";"Powiat wrzesiński";"2014";772.1;13331;1040;52.32;81.5;58.1;8;76829;166;460;39;63.9
"023015830000";"Powiat wrzesiński";"2015";776;12038;1012;52.42;82.1;59.1;6;76956;119;534;24;60.3
"023015830000";"Powiat wrzesiński";"2016";795.8;10538;816;52.55;84.1;60.6;4.3;77073;80;363;19;54.6
"023015830000";"Powiat wrzesiński";"2017";832.7;8872;816;52.68;86.8;62.4;2.4;77361;87;369;16;62.9
"023015830000";"Powiat wrzesiński";"2018";849.9;8172;853;52.83;87.8;64.1;2.4;77667;134;308;14;69.9
"023015830000";"Powiat wrzesiński";"2019";859.8;6732;1121;53.08;87.5;65.4;2.4;77994;237;502;30;71.7
"023015830000";"Powiat wrzesiński";"2020";878.4;6128;851;54.12;86.5;0;3.6;78269;111;411;25;73.4
"023015830000";"Powiat wrzesiński";"2021";860.2;5979;1404;54.05;85.7;0;3;78080;368;618;32;81.4
"023015830000";"Powiat wrzesiński";"2022";848.1;6480;1293;53.85;85.9;0;3;78176;420;596;18;79.4
"023015862000";"Powiat m. Konin";"2013";657;16255;2128;100;91.5;58.8;10.4;77224;267;1176;53;58.9
"023015862000";"Powiat m. Konin";"2014";634.1;16688;1628;100;91.2;60.6;9.2;76547;312;910;29;53.8
"023015862000";"Powiat m. Konin";"2015";598.9;15931;1586;100;91.3;62.5;8.4;75875;234;813;30;55.1
"023015862000";"Powiat m. Konin";"2016";656.4;15459;1704;100;88.2;64.8;8;75342;289;747;26;69.7
"023015862000";"Powiat m. Konin";"2017";675.9;14262;1610;100;86.8;66.8;5.9;74834;429;850;34;65.3
"023015862000";"Powiat m. Konin";"2018";671.9;13038;1532;100;87.2;69.1;5.1;74151;354;801;33;61.4
"023015862000";"Powiat m. Konin";"2019";675.3;11999;1712;100;87.1;71.2;4.6;73522;340;734;46;64.1
"023015862000";"Powiat m. Konin";"2020";740.4;10804;1539;100;88;0;6.2;70162;456;850;33;61.6
"023015862000";"Powiat m. Konin";"2021";638.6;10778;1808;100;89.5;0;5.4;69069;456;1016;34;66.1
"023015862000";"Powiat m. Konin";"2022";645.6;12028;1924;100;88.2;0;4.9;68112;650;1002;26;70
"023015904000";"Powiat gostyński";"2013";766.5;7548;1094;41.79;83.5;56.3;7.8;76239;229;368;26;89
"023015904000";"Powiat gostyński";"2014";758.5;7314;1027;41.93;82;57.1;6.9;76193;221;440;13;91.8
"023015904000";"Powiat gostyński";"2015";758.3;6697;1016;41.85;82.3;58;5.5;76230;200;467;12;89.9
"023015904000";"Powiat gostyński";"2016";764.6;5957;1510;41.89;82.9;59.1;4.9;76093;802;398;10;90.2
"023015904000";"Powiat gostyński";"2017";918.3;5221;1036;41.99;83;60.7;4.2;76087;402;470;14;92.9
"023015904000";"Powiat gostyński";"2018";800.2;4590;1286;42.08;83;62.5;3.9;76011;620;641;8;94
"023015904000";"Powiat gostyński";"2019";814.2;4159;2931;42.24;83.3;64.3;3.6;75908;2218;194;19;92.6
"023015904000";"Powiat gostyński";"2020";855.7;3721;941;43.06;85.1;0;4.3;74623;163;198;8;95.7
"023015904000";"Powiat gostyński";"2021";846.5;3482;893;43.07;86.2;0;3.8;74196;392;262;7;83.8
"023015904000";"Powiat gostyński";"2022";806.4;3544;1319;43.15;85.6;0;3.6;73899;456;361;8;93.1
"023015905000";"Powiat grodziski";"2013";775.2;3831;814;38.51;76;55.7;6.2;50971;129;436;15;78.3
"023015905000";"Powiat grodziski";"2014";749.4;3649;669;38.42;74.3;56.1;5.3;51217;102;273;8;76.3
"023015905000";"Powiat grodziski";"2015";743.1;3567;696;38.39;70.6;57;4.4;51426;196;326;10;67.7
"023015905000";"Powiat grodziski";"2016";752.5;3547;653;38.59;70.1;58.3;3.6;51423;116;273;5;78.4
"023015905000";"Powiat grodziski";"2017";788.5;3263;735;38.55;73.2;60;3.1;51701;223;332;19;79
"023015905000";"Powiat grodziski";"2018";799.6;3219;549;38.48;76.3;61.6;2.9;51972;124;201;12;76.8
"023015905000";"Powiat grodziski";"2019";804.1;3084;697;38.62;77.5;63.1;2.4;51893;107;276;2;80.9
"023015905000";"Powiat grodziski";"2020";835.7;3108;795;39.71;80.3;0;3;51711;125;243;16;88.1
"023015905000";"Powiat grodziski";"2021";837.6;2910;1035;39.73;77.9;0;3;51535;171;333;19;82
"023015905000";"Powiat grodziski";"2022";818.4;3379;891;39.58;81.9;0;3.1;51626;212;405;10;75.7
"023015911000";"Powiat kościański";"2013";767.3;11633;2033;46.25;81.2;55.6;5;78981;757;1018;40;84.7
"023015911000";"Powiat kościański";"2014";756.1;11401;3435;46.18;81.3;56.6;3.7;79023;2568;926;9;83.7
"023015911000";"Powiat kościański";"2015";741.7;10455;1195;46.03;81.9;57.9;3.3;79028;417;535;14;84
"023015911000";"Powiat kościański";"2016";754;9692;982;46.13;81.4;59.1;2.8;79263;253;429;26;84.1
"023015911000";"Powiat kościański";"2017";785.4;9074;939;46.23;82.1;60.8;2.1;79253;268;330;17;89.2
"023015911000";"Powiat kościański";"2018";805.5;8289;1306;46.24;84.5;62.4;1.8;79230;333;446;14;90.2
"023015911000";"Powiat kościański";"2019";807.2;7293;1110;46.15;84.6;64.1;1.7;79183;267;408;19;88.9
"023015911000";"Powiat kościański";"2020";826.6;6913;908;46.38;83;0;2.3;78148;273;391;15;88.7
"023015911000";"Powiat kościański";"2021";817.9;7308;1132;46.17;85.4;0;1.7;77783;278;356;14;88.9
"023015911000";"Powiat kościański";"2022";790.6;7613;1111;46.42;88.5;0;1.8;77404;304;492;9;88.3
"023015913000";"Powiat leszczyński";"2013";832.9;1551;1067;9.27;91.1;57;5.2;54039;184;449;26;72.6
"023015913000";"Powiat leszczyński";"2014";816.9;1330;573;9.29;91.9;57.6;4;54422;48;280;17;58.4
"023015913000";"Powiat leszczyński";"2015";816.3;1130;710;9.18;91.9;58.7;3.3;54767;224;415;15;64.8
"023015913000";"Powiat leszczyński";"2016";834.6;963;704;9.16;91.5;59.7;2.8;55391;246;383;12;67.7
"023015913000";"Powiat leszczyński";"2017";867.7;826;519;9.19;93.1;61.1;2.1;55883;85;200;6;71.9
"023015913000";"Powiat leszczyński";"2018";892.9;596;924;9.23;89;62.1;2;56485;496;143;8;65.6
"023015913000";"Powiat leszczyński";"2019";900.4;509;2213;9.21;88.4;63.3;1.8;57201;1707;1829;11;71.7
"023015913000";"Powiat leszczyński";"2020";924.7;397;500;9.04;89.7;0;2.1;58289;42;168;3;70.7
"023015913000";"Powiat leszczyński";"2021";914.7;432;698;9.04;87.9;0;1.4;58886;62;191;6;87.6
"023015913000";"Powiat leszczyński";"2022";878.5;441;564;8.97;89.5;0;1.6;59531;167;304;5;74.7
"023015914000";"Powiat międzychodzki";"2013";784.6;4585;753;45.62;77.3;56.9;6.2;37094;170;365;19;79
"023015914000";"Powiat międzychodzki";"2014";763.2;4689;527;45.28;79.2;58;4.2;37126;64;246;15;78
"023015914000";"Powiat międzychodzki";"2015";770.4;4571;647;45.16;77.3;59.3;3.7;37084;327;184;10;74.4
"023015914000";"Powiat międzychodzki";"2016";819.9;3856;400;45.1;79.4;60.4;2.9;37080;81;177;15;78.1
"023015914000";"Powiat międzychodzki";"2017";856.9;3773;361;45.17;80;62.2;2.5;36987;69;150;10;79.1
"023015914000";"Powiat międzychodzki";"2018";877.2;3268;445;45.1;80.3;64.2;2.6;36982;61;174;19;82.4
"023015914000";"Powiat międzychodzki";"2019";871.4;2987;461;45.11;79.1;65.6;2.5;36751;70;148;9;78.7
"023015914000";"Powiat międzychodzki";"2020";917.8;2551;565;45.03;81.8;0;3.4;36097;114;194;18;81.1
"023015914000";"Powiat międzychodzki";"2021";943.4;2535;647;44.85;81.5;0;3.4;35908;125;288;28;81.5
"023015914000";"Powiat międzychodzki";"2022";890.3;2573;576;44.45;83.8;0;2.9;35769;135;243;13;83.5
"023015915000";"Powiat nowotomyski";"2013";764.6;3978;1357;46.75;84.7;57.4;4.2;74336;182;586;17;79.8
"023015915000";"Powiat nowotomyski";"2014";745.3;3549;1193;46.78;86.6;58.7;3;74538;256;487;17;81.2
"023015915000";"Powiat nowotomyski";"2015";765.2;3198;1064;46.49;85.5;59.8;2.6;74725;128;443;13;76.8
"023015915000";"Powiat nowotomyski";"2016";740;2811;814;46.24;87.8;61.3;2.1;74901;81;210;15;81.3
"023015915000";"Powiat nowotomyski";"2017";788.9;2503;785;46.07;88.1;62.8;1.5;75164;153;270;14;83.6
"023015915000";"Powiat nowotomyski";"2018";800;2068;868;45.72;89.3;64.5;1.5;75363;110;271;10;80.2
"023015915000";"Powiat nowotomyski";"2019";808.2;1911;1369;45.27;85.6;65.6;1.5;75543;343;518;18;89.9
"023015915000";"Powiat nowotomyski";"2020";838.1;1682;1025;44.81;87;0;2.3;75277;262;438;9;89.5
"023015915000";"Powiat nowotomyski";"2021";845.7;1799;1376;44.45;86.9;0;1.7;75176;181;541;15;83.1
"023015915000";"Powiat nowotomyski";"2022";816.3;2271;1205;44.04;85.8;0;1.7;75182;119;443;15;85.6
"023015922000";"Powiat rawicki";"2013";748.6;5877;1078;48.03;73;59.6;7.3;60393;148;446;23;79.2
"023015922000";"Powiat rawicki";"2014";730.3;5601;976;47.85;72.9;60.7;6.1;60469;244;415;23;83.5
"023015922000";"Powiat rawicki";"2015";728.9;5213;823;47.71;73.4;61.5;4.7;60294;213;288;18;80.5
"023015922000";"Powiat rawicki";"2016";730.6;4311;917;47.54;74.2;63;4;60356;221;414;22;85.1
"023015922000";"Powiat rawicki";"2017";777.6;3951;881;47.3;76;64.7;3.5;60409;246;312;22;88.7
"023015922000";"Powiat rawicki";"2018";791.7;3403;1050;47.13;77.3;66.2;2.8;60405;367;517;24;87.4
"023015922000";"Powiat rawicki";"2019";808.1;3096;969;46.79;76.7;67.3;2.7;60262;266;393;15;86.3
"023015922000";"Powiat rawicki";"2020";843.3;2918;1404;47.25;78.9;0;3.3;59541;623;584;24;87.3
"023015922000";"Powiat rawicki";"2021";814.2;2811;1021;47.24;78.3;0;2.5;59134;228;464;10;80.3
"023015922000";"Powiat rawicki";"2022";786.7;2817;1110;47.11;79;0;2.7;58867;278;490;13;81.4
"023015929000";"Powiat wolsztyński";"2013";880.1;3607;963;23.93;72.5;58.1;4.3;56780;90;421;17;69.1
"023015929000";"Powiat wolsztyński";"2014";857.8;3488;766;23.78;75.3;59.1;3.4;56979;141;394;3;69.5
"023015929000";"Powiat wolsztyński";"2015";819.8;3276;805;23.43;76.9;60.1;2.9;57012;177;373;19;67.2
"023015929000";"Powiat wolsztyński";"2016";853.1;3101;706;23.38;77.3;61.5;2;57270;104;274;12;75.8
"023015929000";"Powiat wolsztyński";"2017";897.1;2525;669;23.26;77.7;62.9;1.4;57289;140;269;10;75.9
"023015929000";"Powiat wolsztyński";"2018";916.4;2403;730;23;79.8;64.5;1.2;57326;153;256;20;79
"023015929000";"Powiat wolsztyński";"2019";928.9;2236;920;22.66;79.6;66;1.3;57446;309;393;15;83.5
"023015929000";"Powiat wolsztyński";"2020";952.2;2175;686;22.07;81.3;0;2.1;56870;155;186;10;80.9
"023015929000";"Powiat wolsztyński";"2021";960;2156;643;21.74;81.6;0;1.7;56827;117;281;14;72.2
"023015929000";"Powiat wolsztyński";"2022";922.9;2237;669;21.3;84;0;1.4;56743;176;275;16;73.4
"023015963000";"Powiat m. Leszno";"2013";672;12499;2404;100;83.2;58.7;6.8;64589;767;1127;38;74.4
