"id";"name";"year";"elecons";"allowances";"crimes";"urban";"wages";"nonworking";"unemplyshare";"pop";"ecocrimes";"propcrimes";"lifecrimes";"detect"
"052615309000";"Powiat sandomierski";"2018";631.7;2936;943;35.88;90.2;64.9;5.2;77773;200;295;29;78.9
"052615309000";"Powiat sandomierski";"2019";632.3;2666;1042;35.81;89.9;66.1;5.4;77017;329;417;23;77.8
"052615309000";"Powiat sandomierski";"2020";662.7;2397;870;37.87;89.9;0;6.1;74270;178;326;31;79.5
"052615309000";"Powiat sandomierski";"2021";669.3;2216;1071;37.79;90.2;0;5.5;73420;272;439;15;78.3
"052615309000";"Powiat sandomierski";"2022";601.2;2601;1177;37.62;88.8;0;5.4;72616;488;692;17;77.3
"052615312000";"Powiat staszowski";"2013";602;3684;950;35.01;89.5;58;8.9;73505;172;422;15;55.9
"052615312000";"Powiat staszowski";"2014";598.1;3499;1547;34.9;89.6;58.3;7.9;73320;836;464;21;57.8
"052615312000";"Powiat staszowski";"2015";602.3;4259;1026;34.81;90.6;59.4;6.7;73036;381;463;26;59.8
"052615312000";"Powiat staszowski";"2016";605.9;3634;919;34.74;91.8;60.1;6.4;72797;223;318;23;67.9
"052615312000";"Powiat staszowski";"2017";613.6;2817;1454;34.68;89.3;61.4;5.2;72456;830;268;16;72.5
"052615312000";"Powiat staszowski";"2018";620.3;1825;802;34.57;88.4;62.7;5.1;72167;174;291;25;81.7
"052615312000";"Powiat staszowski";"2019";621.7;1583;799;38.53;87.2;64.5;4.8;71776;143;231;23;81.1
"052615312000";"Powiat staszowski";"2020";643.2;1426;1041;38.03;87.4;0;5.5;70079;421;264;17;76.3
"052615312000";"Powiat staszowski";"2021";637.9;1150;882;37.78;86.1;0;4.2;69515;130;315;13;73.8
"052615312000";"Powiat staszowski";"2022";580;1455;1624;37.59;87.3;0;4.1;69001;967;347;20;70.7
"052615313000";"Powiat włoszczowski";"2013";626.3;2042;926;22.77;85.3;61;11;46321;114;277;15;65
"052615313000";"Powiat włoszczowski";"2014";628.3;1866;516;22.57;84.5;61.6;9.3;46146;76;138;10;60.2
"052615313000";"Powiat włoszczowski";"2015";631.7;1689;3255;22.36;84.6;62.2;6.5;45921;2876;2989;16;68.6
"052615313000";"Powiat włoszczowski";"2016";640.3;1415;541;22.24;83.7;63.3;6.3;45708;137;163;31;71.8
"052615313000";"Powiat włoszczowski";"2017";676.1;1240;735;22.18;83.1;64.4;5.2;45521;257;214;20;83.7
"052615313000";"Powiat włoszczowski";"2018";688.5;933;761;22.15;84.6;65.3;4.7;45336;360;92;11;80
"052615313000";"Powiat włoszczowski";"2019";689.3;865;564;22.02;86.1;66.3;5.2;45059;111;164;8;79.8
"052615313000";"Powiat włoszczowski";"2020";708.4;699;535;22.24;85.5;0;6;43986;59;129;17;77.3
"052615313000";"Powiat włoszczowski";"2021";711.8;612;527;22.21;87.3;0;4.9;43660;54;163;17;68.1
"052615313000";"Powiat włoszczowski";"2022";673.7;638;536;22.21;89.2;0;4.5;43291;129;225;18;66.4
"060610901000";"Powiat bialski";"2013";693.1;9242;2417;20.23;76.1;62.3;10;113336;201;687;62;74.6
"060610901000";"Powiat bialski";"2014";699.9;8612;1570;20.28;76.1;61.8;9.2;112901;189;559;46;74.6
"060610901000";"Powiat bialski";"2015";702.1;8050;1624;20.24;75.3;61.7;8.1;112507;181;534;39;74.3
"060610901000";"Powiat bialski";"2016";706.2;7037;1455;20.16;74.2;62.2;7.7;112398;194;471;50;81.6
"060610901000";"Powiat bialski";"2017";728.4;6035;1427;20.12;75.3;62.7;6.5;111922;207;359;43;83.3
"060610901000";"Powiat bialski";"2018";735.8;5059;2020;20.07;75.9;63.3;6.5;111391;601;371;55;86
"060610901000";"Powiat bialski";"2019";716.1;4205;1711;20.14;77;64.1;6.2;110772;324;513;27;85.6
"060610901000";"Powiat bialski";"2020";761.6;3852;1707;19.81;77.1;0;7.5;107031;392;433;37;84.6
"060610901000";"Powiat bialski";"2021";782;3491;1734;19.72;76.6;0;6.4;106194;289;455;28;84.7
"060610901000";"Powiat bialski";"2022";687;3484;1639;19.63;78.9;0;5.9;105530;344;469;29;81.1
"060610913000";"Powiat parczewski";"2013";702.8;4255;805;30.39;78.3;61.3;10.2;36044;40;273;27;67.8
"060610913000";"Powiat parczewski";"2014";708.6;4584;543;30.47;79.1;61.4;8.7;35810;54;197;17;68.6
"060610913000";"Powiat parczewski";"2015";701;3521;375;30.49;77.5;62;8.2;35628;38;137;8;70
"060610913000";"Powiat parczewski";"2016";710.2;2883;384;30.48;78.1;62.8;6.7;35441;44;124;19;69
"060610913000";"Powiat parczewski";"2017";725.2;2519;435;30.59;78.8;64.7;5.4;35140;54;135;21;79
"060610913000";"Powiat parczewski";"2018";729.8;2204;509;30.47;77.9;66.5;4.9;34954;57;100;13;84
"060610913000";"Powiat parczewski";"2019";710.3;1687;496;30.68;79;67.9;4.6;34711;52;104;15;84.8
"060610913000";"Powiat parczewski";"2020";760.3;1588;620;31.52;81.1;0;5.3;33491;232;295;12;82.9
"060610913000";"Powiat parczewski";"2021";771.4;1336;479;31.58;81.4;0;5;32934;58;122;19;84.4
"060610913000";"Powiat parczewski";"2022";669.1;1149;559;31.58;80.5;0;5.2;32608;100;184;11;77.3
"060610915000";"Powiat radzyński";"2013";672.4;5070;1090;26.59;81.7;61.5;10.7;60870;78;315;28;76.2
"060610915000";"Powiat radzyński";"2014";683;5717;915;26.57;80.1;61.9;9.7;60606;66;304;29;72.5
"060610915000";"Powiat radzyński";"2015";686.2;5226;743;26.56;78.1;62.1;8.9;60287;109;258;21;81.8
"060610915000";"Powiat radzyński";"2016";691;4793;768;26.54;78.9;62.5;7.3;59986;154;228;22;86
"060610915000";"Powiat radzyński";"2017";709.1;4143;698;26.51;79.5;63.4;5.7;59640;108;243;19;87.1
"060610915000";"Powiat radzyński";"2018";705.1;2962;752;26.54;78.3;64.3;4.9;59278;123;162;14;86.9
"060610915000";"Powiat radzyński";"2019";699.8;3044;758;26.6;78.4;65.5;4.1;58858;97;188;28;86.5
"060610915000";"Powiat radzyński";"2020";735.3;2749;602;26.27;79.4;0;5.1;56597;88;159;9;85.5
"060610915000";"Powiat radzyński";"2021";751.5;2626;741;26.16;79.6;0;4.9;55896;146;241;16;84.1
"060610915000";"Powiat radzyński";"2022";640.1;2886;892;26.04;82.7;0;5;55493;164;310;27;83.7
"060610919000";"Powiat włodawski";"2013";686.9;6377;773;34.48;79.3;57.6;15.4;39567;50;303;23;56.1
"060610919000";"Powiat włodawski";"2014";683.4;6180;576;34.47;79.3;58.7;14.1;39457;63;229;19;63.4
"060610919000";"Powiat włodawski";"2015";683.5;5748;580;34.53;78.7;60.1;12.7;39280;61;233;19;64.7
"060610919000";"Powiat włodawski";"2016";687;5295;614;34.32;79;61.4;11.6;39084;182;231;23;60.6
"060610919000";"Powiat włodawski";"2017";723.3;4730;509;34.36;77.7;63.2;10;38853;50;194;26;65.7
"060610919000";"Powiat włodawski";"2018";728.3;4184;568;34.19;75.7;64.8;9.5;38668;48;139;19;77.7
"060610919000";"Powiat włodawski";"2019";696.5;3579;636;34.07;75.7;66.4;9.6;38353;51;123;19;91.9
"060610919000";"Powiat włodawski";"2020";699.1;3115;495;34.19;78.5;0;10.5;36662;60;114;15;85.8
"060610919000";"Powiat włodawski";"2021";684.8;3060;468;34.18;78.7;0;9.7;36169;56;101;13;87.6
"060610919000";"Powiat włodawski";"2022";638.1;3335;565;34.26;78.1;0;8.7;35802;121;183;10;88.3
"060610961000";"Powiat m. Biała Podlaska";"2013";675.1;14874;1547;100;89.3;51.5;10.3;57658;174;692;41;64.9
"060610961000";"Powiat m. Biała Podlaska";"2014";669.7;14525;1175;100;88.4;53.2;9.5;57471;209;672;36;64.3
"060610961000";"Powiat m. Biała Podlaska";"2015";669;14056;1246;100;87.8;55.2;8.7;57414;399;757;26;62.7
"060610961000";"Powiat m. Biała Podlaska";"2016";665.2;12834;1078;100;88.1;57.5;8.2;57303;254;580;29;68.2
"060610961000";"Powiat m. Biała Podlaska";"2017";679;11608;1095;100;83.1;60.2;7.3;57545;262;521;49;72.1
"060610961000";"Powiat m. Biała Podlaska";"2018";683.2;9656;1144;100;80.9;62.7;7;57352;202;381;31;79.5
"060610961000";"Powiat m. Biała Podlaska";"2019";676.7;8415;1303;100;80.4;65;6.9;57170;342;609;33;82.4
"060610961000";"Powiat m. Biała Podlaska";"2020";705;6596;1072;100;81.6;0;8;55532;229;444;18;79.6
"060610961000";"Powiat m. Biała Podlaska";"2021";723.4;7110;1106;100;83.1;0;6.6;55100;238;570;21;82.6
"060610961000";"Powiat m. Biała Podlaska";"2022";667.4;8537;1135;100;84.9;0;5.7;54768;265;586;17;80
"060611002000";"Powiat biłgorajski";"2013";672.4;6139;1520;33.51;79.6;59.7;6.9;103366;171;513;44;71.2
"060611002000";"Powiat biłgorajski";"2014";679.5;5734;1209;33.37;79.9;60.1;6.1;102941;159;516;34;73.8
"060611002000";"Powiat biłgorajski";"2015";695.2;4634;966;33.35;80.6;60.7;5.9;102647;133;399;27;67.3
"060611002000";"Powiat biłgorajski";"2016";701.8;4605;1065;33.12;82.3;61.2;4.9;102272;257;358;31;71.6
"060611002000";"Powiat biłgorajski";"2017";746.1;4123;1667;33.23;81.7;62.2;4.3;101949;428;283;29;91.3
"060611002000";"Powiat biłgorajski";"2018";752.2;3726;975;33.19;80.8;62.9;3.8;101435;141;225;24;86
"060611002000";"Powiat biłgorajski";"2019";740.3;3030;1327;33.25;80.6;63.9;3.9;100919;353;471;22;85.6
"060611002000";"Powiat biłgorajski";"2020";754.1;2398;888;32.9;81.9;0;4.3;98832;120;287;20;83
"060611002000";"Powiat biłgorajski";"2021";742.1;2192;1305;33.82;79.7;0;3.8;97771;564;685;16;83.3
"060611002000";"Powiat biłgorajski";"2022";611;2390;893;33.76;76.2;0;3.7;97055;166;282;21;78.6
"060611003000";"Powiat chełmski";"2013";618.4;6220;1631;5.67;77.9;57.7;12.7;79573;114;548;48;65.6
"060611003000";"Powiat chełmski";"2014";619.3;4238;1330;5.63;78.7;57.8;11;79619;262;481;33;71
"060611003000";"Powiat chełmski";"2015";614.2;3589;1172;5.6;78.3;58;10.4;79377;147;371;28;67.2
"060611003000";"Powiat chełmski";"2016";626;2934;1032;7.37;77.7;58.6;9.7;79088;155;289;31;71.8
"060611003000";"Powiat chełmski";"2017";642.1;2201;1027;10.05;75.3;59.6;8.7;78579;161;225;33;82.1
"060611003000";"Powiat chełmski";"2018";643.1;1665;1244;10.1;75.5;60.4;8.3;78228;144;257;27;87.6
"060611003000";"Powiat chełmski";"2019";642.8;1232;1053;10.11;75.7;61.7;7.5;78014;121;247;34;78.6
"060611003000";"Powiat chełmski";"2020";672.2;1021;1069;9.92;77.7;0;8.7;75463;134;247;16;82.9
"060611003000";"Powiat chełmski";"2021";677.1;889;1053;9.83;77.3;0;7.4;74857;150;251;25;84.9
"060611003000";"Powiat chełmski";"2022";616.2;901;911;9.92;76.5;0;6.5;74358;141;254;17;80.8
"060611004000";"Powiat hrubieszowski";"2013";701.2;8232;1355;27.67;80.4;60.6;14.2;67157;145;428;42;75.1
"060611004000";"Powiat hrubieszowski";"2014";688.8;7614;1284;27.74;79.8;61.4;12.6;66512;265;450;50;81.3
"060611004000";"Powiat hrubieszowski";"2015";676.5;6708;1390;27.73;78.9;61.9;12.3;65939;588;463;36;76
"060611004000";"Powiat hrubieszowski";"2016";683.5;5892;1114;27.72;79.8;62.5;11.2;65195;230;354;44;79.3
"060611004000";"Powiat hrubieszowski";"2017";721;5114;1084;27.79;78.9;63.7;9.9;64428;193;322;41;80
"060611004000";"Powiat hrubieszowski";"2018";716.5;4549;1706;27.84;79;64.6;9.2;63698;401;324;47;91.9
"060611004000";"Powiat hrubieszowski";"2019";701.4;3970;1142;27.89;81.2;65.8;9.5;62847;262;371;42;81.6
"060611004000";"Powiat hrubieszowski";"2020";747.1;3399;840;28.33;81.8;0;9.8;59651;128;203;29;85.9
"060611004000";"Powiat hrubieszowski";"2021";745.4;2934;1048;28.25;83.6;0;9.6;58627;208;339;24;89.4
"060611004000";"Powiat hrubieszowski";"2022";669.4;3417;881;28.11;81.8;0;8.9;57594;198;275;30;88.6
"060611006000";"Powiat krasnostawski";"2013";640.8;5318;1171;29.36;80.7;63.8;12.4;66559;149;468;47;70.7
"060611006000";"Powiat krasnostawski";"2014";630;5063;859;29.31;80.8;63.7;11.2;65991;116;398;23;68.3
"060611006000";"Powiat krasnostawski";"2015";629.8;4447;811;29.22;79.9;64.4;11;65422;126;324;27;67.7
"060611006000";"Powiat krasnostawski";"2016";635.3;4092;1057;29.24;79.5;65.4;10.1;64921;449;299;27;67.8
"060611006000";"Powiat krasnostawski";"2017";667.7;3394;798;29.35;79.9;66.8;9.4;64432;131;260;31;71.1
"060611006000";"Powiat krasnostawski";"2018";666.3;2872;1151;29.38;79.9;68.2;8.7;63925;446;213;33;80.8
"060611006000";"Powiat krasnostawski";"2019";654.2;2582;899;29.45;79.1;69.3;8.4;63258;127;281;33;80.4
"060611006000";"Powiat krasnostawski";"2020";676.5;2441;831;29.26;82.4;0;9.4;61228;153;246;24;84.9
"060611006000";"Powiat krasnostawski";"2021";690.7;2107;928;29.37;80.7;0;8.9;60269;189;338;33;79.8
"060611006000";"Powiat krasnostawski";"2022";610.6;1932;843;32.19;80.2;0;8.6;59754;150;267;36;81.3
"060611018000";"Powiat tomaszowski";"2013";603.1;8015;1383;28;75.6;59.3;11.2;86936;147;446;51;67.5
"060611018000";"Powiat tomaszowski";"2014";595.3;7413;1254;28.03;75.8;59.8;9.2;86385;198;440;56;71.7
"060611018000";"Powiat tomaszowski";"2015";590.1;6445;1152;27.92;75.8;60.1;8.8;85705;228;388;39;69.9
"060611018000";"Powiat tomaszowski";"2016";592.2;5665;989;30.83;75.9;60.8;6.9;85105;169;371;32;71
"060611018000";"Powiat tomaszowski";"2017";622.1;4684;1061;30.97;75.2;61.6;5.6;84429;172;375;31;78
"060611018000";"Powiat tomaszowski";"2018";622.2;3747;1169;30.97;76.1;63;4.8;83715;207;300;29;82.9
"060611018000";"Powiat tomaszowski";"2019";615.4;3057;1156;31.05;75.4;63.6;5;82762;188;281;32;88.4
"060611018000";"Powiat tomaszowski";"2020";644.6;2644;1009;31.09;78.5;0;6.1;79909;206;315;22;84.3
"060611018000";"Powiat tomaszowski";"2021";636.8;2026;1170;30.88;75.9;0;5.4;78805;330;401;21;86.2
"060611018000";"Powiat tomaszowski";"2022";573.4;2041;1259;30.86;76.1;0;5.5;77963;475;332;25;86
"060611020000";"Powiat zamojski";"2013";648.6;2282;1489;10.72;74;61.7;10.7;109198;104;401;81;67.3
"060611020000";"Powiat zamojski";"2014";643.2;2292;1239;10.69;75.1;61.5;9.6;108777;199;396;45;73.1
"060611020000";"Powiat zamojski";"2015";641.9;2034;954;10.66;72.8;61.1;9.2;108393;91;293;37;70.3
"060611020000";"Powiat zamojski";"2016";650;1712;958;10.68;75.6;61.3;7.9;107928;183;306;45;74.7
"060611020000";"Powiat zamojski";"2017";677.7;1417;892;10.68;71.6;61.7;7;107565;126;257;42;80
"060611020000";"Powiat zamojski";"2018";673.5;1049;999;10.59;71.9;62.4;6.1;106935;158;279;21;84.8
"060611020000";"Powiat zamojski";"2019";670.3;829;1164;10.58;70.9;63.1;5.6;106122;162;294;37;87
"060611020000";"Powiat zamojski";"2020";691.3;821;1075;10.48;74.9;0;6.8;103183;154;254;29;88.3
"060611020000";"Powiat zamojski";"2021";685.8;747;1307;10.48;72.9;0;6.2;102181;334;441;40;89.2
"060611020000";"Powiat zamojski";"2022";600;784;1427;10.47;73.5;0;5.5;101388;531;600;29;84.3
"060611062000";"Powiat m. Chełm";"2013";615.5;12664;1995;100;82.1;53.5;10.5;65481;531;1142;63;60.6
"060611062000";"Powiat m. Chełm";"2014";605.7;12268;1878;100;81.4;55.3;9.1;64855;787;1143;55;66.8
"060611062000";"Powiat m. Chełm";"2015";596.7;11221;1968;100;81.2;57.7;8.7;64270;890;1336;30;62
"060611062000";"Powiat m. Chełm";"2016";592.4;10904;1779;100;82.4;60.2;7.7;63734;632;1078;48;61.8
"060611062000";"Powiat m. Chełm";"2017";599.5;9667;1285;100;81.5;62.8;7.3;63333;313;630;43;72.5
"060611062000";"Powiat m. Chełm";"2018";604;8311;1460;100;82.2;64.9;6.9;62670;378;572;40;76.2
"060611062000";"Powiat m. Chełm";"2019";598.3;7255;1292;100;80.7;67.9;6.8;61932;307;471;37;78.3
"060611062000";"Powiat m. Chełm";"2020";618.9;5658;1243;100;83;0;7.9;59711;274;465;42;86.1
"060611062000";"Powiat m. Chełm";"2021";631.8;5028;1723;100;82.4;0;6.5;58805;693;1021;29;82.4
"060611062000";"Powiat m. Chełm";"2022";602;5542;1431;100;83.8;0;6;57933;476;794;31;76.7
"060611064000";"Powiat m. Zamość";"2013";604;21705;1504;100;88;53.9;11.5;65255;340;713;63;62
"060611064000";"Powiat m. Zamość";"2014";591.6;20334;1047;100;87.7;55.7;10.4;65055;229;533;48;60
"060611064000";"Powiat m. Zamość";"2015";574.4;18810;1101;100;88.8;57.2;9.8;64788;284;517;47;68.7
"060611064000";"Powiat m. Zamość";"2016";576;15429;958;100;88.4;59.4;8.7;64648;249;519;40;60.8
"060611064000";"Powiat m. Zamość";"2017";588.7;15301;1285;100;87.3;61.7;7.8;64354;542;773;61;64.8
"060611064000";"Powiat m. Zamość";"2018";591.5;13542;1059;100;87.8;64.3;7.2;63813;360;473;42;74.6
"060611064000";"Powiat m. Zamość";"2019";583.3;11324;1138;100;88.4;67.3;6.4;63437;366;546;34;82.5
"060611064000";"Powiat m. Zamość";"2020";603.6;9350;1060;100;90.8;0;7.8;60375;285;477;32;85.4
"060611064000";"Powiat m. Zamość";"2021";605.1;8777;1101;100;90.1;0;7;59603;270;441;26;83.3
"060611064000";"Powiat m. Zamość";"2022";565.7;9185;1131;100;87.6;0;6.3;58942;220;506;35;81.8
"060611108000";"Powiat lubartowski";"2013";675;3829;1454;31.27;77.2;60.5;11.4;90065;126;554;52;65.4
"060611108000";"Powiat lubartowski";"2014";680.4;3617;1230;31.25;77.2;60.6;10.4;89749;217;402;41;73.9
"060611108000";"Powiat lubartowski";"2015";683.3;3435;986;31.16;75.8;61.2;9.3;89502;155;406;47;62.9
"060611108000";"Powiat lubartowski";"2016";680.5;3295;972;31.02;75.5;62.2;8.7;89326;223;481;29;64.9
"060611108000";"Powiat lubartowski";"2017";692.9;2941;896;30.97;75.5;63.4;8;89040;168;356;30;71
"060611108000";"Powiat lubartowski";"2018";698.8;2462;1192;30.86;75.2;64.7;7.4;88789;197;378;35;84.3
"060611108000";"Powiat lubartowski";"2019";688.7;2015;1528;30.8;77.3;65.6;7.2;88352;555;738;24;86.7
"060611108000";"Powiat lubartowski";"2020";726.1;1843;1071;29.78;79.1;0;8.3;85950;133;281;31;85.2
"060611108000";"Powiat lubartowski";"2021";747.9;1794;1292;31.66;80.4;0;7.8;85146;320;393;19;87.2
"060611108000";"Powiat lubartowski";"2022";656.3;1739;1174;31.41;78.3;0;7.1;84578;330;492;31;83.5
"060611109000";"Powiat lubelski";"2013";732.8;4437;2430;7.99;78.1;59.4;7.7;149481;187;1293;82;52.3
"060611109000";"Powiat lubelski";"2014";741.4;4260;2154;7.89;78.5;59.4;6.5;150359;351;1151;57;54.7
"060611109000";"Powiat lubelski";"2015";756.4;3803;1667;7.75;78;59.7;5.9;151178;159;838;31;51.2
"060611109000";"Powiat lubelski";"2016";770.3;3239;1546;7.62;77.1;60.6;5.1;152253;158;703;57;56.3
"060611109000";"Powiat lubelski";"2017";796.7;2912;1362;7.55;77.9;61.3;4.3;153380;156;612;41;62.5
"060611109000";"Powiat lubelski";"2018";801.5;2412;1560;7.44;76;62.3;3.8;154387;232;541;35;74.4
"060611109000";"Powiat lubelski";"2019";794.9;2071;1621;7.28;76.1;63.4;3.4;155566;305;572;46;76
"060611109000";"Powiat lubelski";"2020";777.2;1835;1334;6.74;77;0;3.5;161433;174;469;44;69.3
"060611109000";"Powiat lubelski";"2021";793.2;1658;1530;6.6;76.9;0;2.7;162129;300;614;34;68.3
"060611109000";"Powiat lubelski";"2022";676;1728;1500;6.47;76.3;0;2.7;163209;350;672;27;61.6
"060611110000";"Powiat łęczyński";"2013";637.2;3377;1203;34.6;132.5;50.7;7;57587;135;498;20;58.1
"060611110000";"Powiat łęczyński";"2014";642.8;3156;1042;34.22;134.3;51.8;5.9;57544;93;455;31;65
"060611110000";"Powiat łęczyński";"2015";647.3;2828;841;33.86;123.2;52.9;5.7;57401;118;367;16;66.4
"060611110000";"Powiat łęczyński";"2016";655.8;2633;877;33.61;123.4;54.5;4.8;57420;170;364;31;66.7
"060611110000";"Powiat łęczyński";"2017";672.7;2462;866;33.36;121.7;56.4;4.2;57461;229;388;20;66.7
"060611110000";"Powiat łęczyński";"2018";676.8;1841;1035;33.08;119.4;58.4;4;57457;284;435;28;77.1
"060611110000";"Powiat łęczyński";"2019";674;1593;935;32.83;119.2;60.5;4;57331;162;317;25;80
"060611110000";"Powiat łęczyński";"2020";707.7;1451;765;32.44;115.7;0;4.4;56442;167;274;16;79.7
"060611110000";"Powiat łęczyński";"2021";716.4;1289;830;32.09;119.4;0;4;56162;151;310;16;79.3
"060611110000";"Powiat łęczyński";"2022";630.9;1420;847;31.87;127.4;0;3.7;55926;154;312;25;81.3
"060611117000";"Powiat świdnicki";"2013";633.4;7078;1328;58.8;93.4;60.1;9.4;72960;76;690;50;56.2
"060611117000";"Powiat świdnicki";"2014";631.7;6759;1025;58.74;96.1;61.5;8.6;72750;148;473;32;59.6
"060611117000";"Powiat świdnicki";"2015";631.5;6410;1016;58.74;97.6;63;8.6;72642;153;478;24;59.6
"060611117000";"Powiat świdnicki";"2016";635.1;5990;899;58.62;95.8;64.8;7.6;72495;131;396;39;59.1
"060611117000";"Powiat świdnicki";"2017";653.3;5267;775;58.46;95.2;66.8;6.2;72412;113;308;27;65.6
"060611117000";"Powiat świdnicki";"2018";657;4219;1606;58.12;95.6;68.5;5.6;72039;812;351;33;75.3
"060611117000";"Powiat świdnicki";"2019";652.5;3474;1223;58.06;93.8;70;5.2;71840;487;658;35;75.6
"060611117000";"Powiat świdnicki";"2020";680.1;2879;779;57.18;91.9;0;6.1;70777;143;319;18;75.4
"060611117000";"Powiat świdnicki";"2021";707.5;2637;840;56.83;92.3;0;5.4;70125;196;331;18;70.2
"060611117000";"Powiat świdnicki";"2022";630.1;3559;1288;56.66;91.9;0;4.6;69586;723;913;17;73.4
"060611163000";"Powiat m. Lublin";"2013";702.5;59621;11131;100;98.5;58.1;8;343598;1182;6819;242;45.9
"060611163000";"Powiat m. Lublin";"2014";695.4;56917;9548;100;98.8;60.2;6.9;341722;1900;5471;249;48.3
"060611163000";"Powiat m. Lublin";"2015";692.2;51913;7711;100;97.8;62.4;6.6;340727;1125;4514;189;44.9
"060611163000";"Powiat m. Lublin";"2016";687.5;47661;7124;100;97.2;64.5;6.2;340466;1223;4073;179;48.1
"060611163000";"Powiat m. Lublin";"2017";738.4;43052;7634;100;97.9;66.8;5.5;339850;2104;4571;215;52.8
"060611163000";"Powiat m. Lublin";"2018";714.3;37463;6692;100;97.4;69;5;339682;1265;3234;201;63.3
"060611163000";"Powiat m. Lublin";"2019";714.5;32327;7488;100;97.6;70.7;4.5;339784;1939;3604;169;66.7
"060611163000";"Powiat m. Lublin";"2020";732.1;28044;6342;100;98;0;5.2;335114;1544;3274;150;66
"060611163000";"Powiat m. Lublin";"2021";757.3;25237;8314;100;97.2;0;4.9;332852;2752;5007;150;66.8
"060611163000";"Powiat m. Lublin";"2022";733.2;26338;7376;100;95.5;0;4.6;331243;2126;4174;152;58.8
"060611205000";"Powiat janowski";"2013";594.8;1353;756;25.57;80;61.5;13;47296;91;216;34;68.1
"060611205000";"Powiat janowski";"2014";594.6;1173;507;28.74;82.9;61.7;11.1;47106;90;213;30;73.4
"060611205000";"Powiat janowski";"2015";599.3;1017;702;28.83;82.8;61.8;10.3;46895;307;147;15;69.1
"060611205000";"Powiat janowski";"2016";593.2;866;613;28.89;81.2;61.9;9.5;46596;206;166;12;67
"060611205000";"Powiat janowski";"2017";615;705;481;29.06;80.8;62.6;7;46306;114;153;25;75.7
"060611205000";"Powiat janowski";"2018";622.5;574;575;29.09;82.9;63.1;7.2;46057;182;237;12;86.4
"060611205000";"Powiat janowski";"2019";616.2;521;574;29.18;81.6;63.9;7.4;45709;70;102;16;91.6
"060611205000";"Powiat janowski";"2020";645.3;417;368;28.91;80.3;0;8.5;44159;93;137;15;82.3
"060611205000";"Powiat janowski";"2021";631.3;358;454;28.87;84.3;0;8.1;43638;99;120;15;84.1
"060611205000";"Powiat janowski";"2022";542.9;410;398;28.85;83.1;0;7.7;43188;93;117;11;70.8
"060611207000";"Powiat kraśnicki";"2013";598.2;9368;1626;38.94;76.2;61.4;11.5;98749;163;660;46;72.8
"060611207000";"Powiat kraśnicki";"2014";595.7;9308;1423;38.84;78;61.5;9.9;98182;171;565;33;74.1
"060611207000";"Powiat kraśnicki";"2015";595.6;8314;1203;38.78;77;62.2;9.3;97569;127;425;29;72.8
"060611207000";"Powiat kraśnicki";"2016";601.5;7421;1079;40.46;77.6;63.1;9.7;97069;119;405;48;70
"060611207000";"Powiat kraśnicki";"2017";610.1;6847;1161;40.48;76.4;64.1;8.1;96574;175;390;41;80
"060611207000";"Powiat kraśnicki";"2018";614.3;4800;2097;40.37;76.3;65.3;7.6;96043;1003;1193;51;85.8
"060611207000";"Powiat kraśnicki";"2019";608;3751;1390;40.29;76.4;66.6;7.7;95348;295;431;19;87.7
"060611207000";"Powiat kraśnicki";"2020";622.2;3155;1234;39.96;76.8;0;8.7;92147;220;387;29;85.1
"060611207000";"Powiat kraśnicki";"2021";622.1;2683;1050;39.8;78;0;6.5;91004;165;341;22;81
"060611207000";"Powiat kraśnicki";"2022";541.3;2620;1150;39.69;76.6;0;6.6;90085;289;428;20;82.4
"060611211000";"Powiat łukowski";"2013";626.6;6104;1598;30.6;74.4;62.7;8.8;109325;126;526;60;70.3
"060611211000";"Powiat łukowski";"2014";620;5885;1353;30.5;73.8;63.1;7.3;108911;149;459;66;70.6
"060611211000";"Powiat łukowski";"2015";630.8;5381;1243;30.49;73.9;63.7;6;108597;149;340;54;72.8
"060611211000";"Powiat łukowski";"2016";640.7;4866;1183;30.47;75.5;64.3;4.5;108299;173;415;42;74.7
"060611211000";"Powiat łukowski";"2017";670.1;4436;1172;30.46;75.2;65.2;3.5;107896;233;353;41;80.3
"060611211000";"Powiat łukowski";"2018";683;3932;1185;30.3;74;66.1;3.1;107449;230;357;35;86.1
"060611211000";"Powiat łukowski";"2019";687;3487;1327;30.17;74.2;67.2;3.1;106816;363;448;34;84.7
"060611211000";"Powiat łukowski";"2020";727.5;3014;1260;29.6;75.1;0;3.7;102781;291;464;28;84.2
"060611211000";"Powiat łukowski";"2021";748.8;2718;1207;29.49;76;0;2.9;102121;207;403;21;77.9
"060611211000";"Powiat łukowski";"2022";681.7;3201;1258;29.39;78.4;0;2.9;101536;230;477;34;76.3
"060611212000";"Powiat opolski";"2013";635.8;11408;1106;29.94;77.9;59.8;11.4;61803;93;468;33;52
"060611212000";"Powiat opolski";"2014";649.5;10421;900;29.81;78.2;60.6;10.1;61542;89;346;22;55.3
"060611212000";"Powiat opolski";"2015";660.9;9728;830;29.9;78.5;61.5;9.4;60964;94;320;23;64.1
"060611212000";"Powiat opolski";"2016";683.8;8919;806;29.81;77.9;62.1;8.5;60586;95;305;33;59.8
"060611212000";"Powiat opolski";"2017";687.4;7090;788;29.74;77.1;63.5;6.6;60266;64;238;47;73.8
