"id";"name";"year";"elecons";"allowances";"evictions";"crimes";"urban";"wages";"nonworking";"unemplyshare";"pop";"ecocrimes";"propcrimes";"lifecrimes"
"023015707000";"Powiat kaliski";"17";862.2;1121;NA;650;6.32;74.1;61.1;1.8;83124;95;184;21
"023015707000";"Powiat kaliski";"18";880.1;847;NA;635;6.27;74.6;62;1.4;83030;89;215;17
"023015707000";"Powiat kaliski";"19";916.8;669;NA;1132;6.17;76.6;62.9;1.4;83026;516;187;13
"023015707000";"Powiat kaliski";"20";932.1;598;0;626;6.06;76;0;1.8;82904;113;148;13
"023015707000";"Powiat kaliski";"21";896.2;540;NA;784;8.21;75.9;0;1.7;82740;65;209;22
"023015707000";"Powiat kaliski";"22";823.1;558;0;704;8.18;77.6;0;1.9;82503;155;143;14
"023015708000";"Powiat kępiński";"02";477;NA;NA;NA;NA;60.6;63.4;NA;55068;NA;NA;NA
"023015708000";"Powiat kępiński";"03";474.4;NA;NA;NA;NA;62.1;61.5;9.3;55158;NA;NA;NA
"023015708000";"Powiat kępiński";"04";501.8;7747;NA;NA;NA;59.6;59.5;6.2;55195;NA;NA;NA
"023015708000";"Powiat kępiński";"05";667.4;7453;NA;NA;26.59;58.6;58;5.6;55334;NA;NA;NA
"023015708000";"Powiat kępiński";"06";677.5;6872;NA;NA;26.56;60.1;57.4;3.8;55417;NA;NA;NA
"023015708000";"Powiat kępiński";"07";685.9;5865;NA;NA;26.47;61.5;56.3;2.3;55670;NA;NA;NA
"023015708000";"Powiat kępiński";"08";698.8;4396;NA;NA;26.51;63.1;55.8;2.2;55876;NA;NA;NA
"023015708000";"Powiat kępiński";"09";691.7;4070;NA;NA;26.32;60.9;55.1;3.3;55903;NA;NA;NA
"023015708000";"Powiat kępiński";"10";705.7;4274;NA;NA;26.15;61.3;55;4;56438;NA;NA;NA
"023015708000";"Powiat kępiński";"11";693.8;4291;NA;NA;26.05;61.4;55.2;4.7;56488;NA;NA;NA
"023015708000";"Powiat kępiński";"12";701.4;4226;NA;NA;25.96;62.7;55.8;4.3;56455;NA;NA;NA
"023015708000";"Powiat kępiński";"13";695.1;4261;NA;1636;25.85;63.4;56.6;3.9;56392;459;501;16
"023015708000";"Powiat kępiński";"14";679.6;3941;NA;1000;25.77;63.5;57.5;2.7;56491;144;407;7
"023015708000";"Powiat kępiński";"15";652.5;3651;NA;997;25.64;61.9;58.5;2.2;56427;107;432;20
"023015708000";"Powiat kępiński";"16";740;3170;NA;874;25.34;62;59.5;1.9;56458;125;327;15
"023015708000";"Powiat kępiński";"17";756.8;3050;NA;921;25.16;65.4;60.9;1.7;56394;299;369;7
"023015708000";"Powiat kępiński";"18";777.7;2786;NA;1000;25;65.8;62.1;1.7;56486;335;561;18
"023015708000";"Powiat kępiński";"19";802;2348;NA;1087;24.82;68.3;63.6;1.5;56451;208;361;17
"023015708000";"Powiat kępiński";"20";832.3;2058;1;881;24.75;70.1;0;1.9;56537;181;360;18
"023015708000";"Powiat kępiński";"21";790.7;1964;NA;1751;24.58;70.7;0;1.7;56373;758;407;15
"023015708000";"Powiat kępiński";"22";758.7;2285;2;1127;24.4;69.9;0;1.8;56071;297;413;18
"023015712000";"Powiat krotoszyński";"02";586;NA;NA;NA;NA;74.7;65.7;NA;77030;NA;NA;NA
"023015712000";"Powiat krotoszyński";"03";600.1;NA;NA;NA;NA;74.7;63.5;14.7;76926;NA;NA;NA
"023015712000";"Powiat krotoszyński";"04";614.9;21074;NA;NA;NA;73.1;61.1;12.4;76980;NA;NA;NA
"023015712000";"Powiat krotoszyński";"05";692.6;19963;NA;NA;60.23;72.8;59.1;11.1;77025;NA;NA;NA
"023015712000";"Powiat krotoszyński";"06";710;19196;NA;NA;60.28;74.1;58.6;9.4;77166;NA;NA;NA
"023015712000";"Powiat krotoszyński";"07";715.7;17009;NA;NA;60.2;75.8;57.6;6;77144;NA;NA;NA
"023015712000";"Powiat krotoszyński";"08";721.7;13614;NA;NA;60.22;75.5;56.7;6.7;77222;NA;NA;NA
"023015712000";"Powiat krotoszyński";"09";725.4;13158;NA;NA;60.23;71.4;56.3;7.4;77440;NA;NA;NA
"023015712000";"Powiat krotoszyński";"10";737.4;13169;NA;NA;60.31;72.8;56.2;6.8;78005;NA;NA;NA
"023015712000";"Powiat krotoszyński";"11";728.7;12751;NA;NA;60.19;72.7;56.6;6.8;77994;NA;NA;NA
"023015712000";"Powiat krotoszyński";"12";729.3;12518;NA;NA;60.18;72.9;57.3;6.7;78137;NA;NA;NA
"023015712000";"Powiat krotoszyński";"13";724.2;12078;NA;1436;60.06;72.4;57.8;6.4;77958;213;446;31
"023015712000";"Powiat krotoszyński";"14";714.9;11045;NA;1263;59.98;71.2;59;5.8;77909;237;447;34
"023015712000";"Powiat krotoszyński";"15";682.7;10242;NA;1176;59.87;70.6;59.9;4;77664;253;488;22
"023015712000";"Powiat krotoszyński";"16";738.3;9328;NA;997;59.81;74.6;61;3.3;77764;236;445;17
"023015712000";"Powiat krotoszyński";"17";748.8;9260;NA;1071;59.7;76.8;62.6;2.7;77720;291;306;24
"023015712000";"Powiat krotoszyński";"18";759.9;8580;NA;1358;59.58;77;64;2.5;77488;372;727;17
"023015712000";"Powiat krotoszyński";"19";766;7900;NA;1071;59.34;70.8;65.4;2.2;77274;244;345;28
"023015712000";"Powiat krotoszyński";"20";800.2;7214;5;1137;59.63;72.8;0;3.1;76245;284;483;18
"023015712000";"Powiat krotoszyński";"21";746.9;6800;NA;1457;59.45;71.4;0;2.5;75717;349;741;9
"023015712000";"Powiat krotoszyński";"22";719.8;6663;3;1063;59.37;71.2;0;2.4;75317;151;410;19
"023015717000";"Powiat ostrowski";"02";543.5;NA;NA;NA;NA;77.5;62;NA;158511;NA;NA;NA
"023015717000";"Powiat ostrowski";"03";560.8;NA;NA;NA;NA;77.3;60.1;14.2;158546;NA;NA;NA
"023015717000";"Powiat ostrowski";"04";572.6;28017;NA;NA;NA;77.9;58.1;12.7;158600;NA;NA;NA
"023015717000";"Powiat ostrowski";"05";628.6;27534;NA;NA;53.49;77.6;56.7;11.7;158467;NA;NA;NA
"023015717000";"Powiat ostrowski";"06";641.1;25759;NA;NA;53.37;79.1;56.1;8.8;158394;NA;NA;NA
"023015717000";"Powiat ostrowski";"07";649.3;22065;NA;NA;53.25;80.4;55.4;5.9;158485;NA;NA;NA
"023015717000";"Powiat ostrowski";"08";659.6;20280;NA;NA;53.12;79.5;54.8;4.9;158849;NA;NA;NA
"023015717000";"Powiat ostrowski";"09";668.4;19192;NA;NA;53.01;78.9;54.4;7.9;159332;NA;NA;NA
"023015717000";"Powiat ostrowski";"10";680.3;20576;NA;NA;52.87;80.9;54.4;7.2;160603;NA;NA;NA
"023015717000";"Powiat ostrowski";"11";676.6;19268;NA;NA;52.85;79.9;55.1;6.3;160831;NA;NA;NA
"023015717000";"Powiat ostrowski";"12";675.6;18678;NA;NA;52.74;80.2;55.9;6.8;161068;NA;NA;NA
"023015717000";"Powiat ostrowski";"13";674.2;19626;NA;4128;52.67;79.6;56.9;6.4;161216;675;1889;52
"023015717000";"Powiat ostrowski";"14";660.8;19308;NA;4224;52.56;80.2;57.9;5;161403;1795;2897;53
"023015717000";"Powiat ostrowski";"15";658.5;17914;NA;4356;52.44;80.9;58.8;3.9;161435;2271;2967;38
"023015717000";"Powiat ostrowski";"16";712.4;16332;NA;4330;52.35;83.4;60.2;3.1;161574;2352;3083;63
"023015717000";"Powiat ostrowski";"17";703.8;14649;NA;2775;52.19;83.1;62.1;2.2;161763;1007;1687;45
"023015717000";"Powiat ostrowski";"18";727;13049;NA;2971;52.04;84.4;63.6;2;161519;1067;1739;28
"023015717000";"Powiat ostrowski";"19";742;12260;NA;2673;51.95;83;65.4;1.9;161581;926;1425;43
"023015717000";"Powiat ostrowski";"20";761.6;11620;3;2472;51.79;82.2;0;2.5;159843;899;1258;36
"023015717000";"Powiat ostrowski";"21";668.3;11797;NA;2822;51.52;82.4;0;2;159293;1057;1530;39
"023015717000";"Powiat ostrowski";"22";680.2;12658;6;2671;51.26;82;0;2.1;158914;965;1589;28
"023015718000";"Powiat ostrzeszowski";"02";415.8;NA;NA;NA;NA;79.6;64.9;NA;54217;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"03";429.4;NA;NA;NA;NA;78.8;63;11.1;54245;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"04";423.2;7012;NA;NA;NA;76;61.1;9.2;54366;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"05";677.2;6617;NA;NA;33.72;74.5;59.3;7.7;54472;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"06";686.7;6054;NA;NA;33.39;76;59;5.1;54550;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"07";681.8;4862;NA;NA;33.13;77.6;58.1;4.2;54477;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"08";692;3885;NA;NA;33.2;77;57.1;3.4;54780;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"09";704;3760;NA;NA;33.15;77.7;56.5;6.3;54973;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"10";715.1;3869;NA;NA;33.53;78.6;56.4;6.3;55414;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"11";705;3946;NA;NA;33.4;79.3;57;7;55487;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"12";708.1;3766;NA;NA;33.27;80.4;57.3;7.2;55377;NA;NA;NA
"023015718000";"Powiat ostrzeszowski";"13";704.2;3836;NA;1341;33.17;78.2;57.7;7.3;55454;246;621;17
"023015718000";"Powiat ostrzeszowski";"14";688.2;4039;NA;1047;33.15;79.8;58.6;6;55405;184;513;23
"023015718000";"Powiat ostrzeszowski";"15";668.6;3829;NA;891;32.98;80.4;59.2;4.7;55409;198;362;7
"023015718000";"Powiat ostrzeszowski";"16";736.3;3426;NA;771;32.81;81.8;60.2;3.9;55391;153;300;13
"023015718000";"Powiat ostrzeszowski";"17";754.4;3153;NA;1144;32.68;82;61.2;3.2;55479;531;251;12
"023015718000";"Powiat ostrzeszowski";"18";776.9;3013;NA;751;32.44;80.8;62.7;3.1;55403;176;215;7
"023015718000";"Powiat ostrzeszowski";"19";767.2;2743;NA;896;32.26;81;64.1;2.9;55500;312;437;13
"023015718000";"Powiat ostrzeszowski";"20";757.5;2453;0;696;32.23;81.3;0;3.2;55062;109;238;9
"023015718000";"Powiat ostrzeszowski";"21";761.3;2300;NA;786;32.03;82.3;0;2.3;54900;150;245;5
"023015718000";"Powiat ostrzeszowski";"22";682;2692;0;655;31.84;81.7;0;2.6;54638;186;287;9
"023015720000";"Powiat pleszewski";"02";574.9;NA;NA;NA;NA;72.9;63.1;NA;61765;NA;NA;NA
"023015720000";"Powiat pleszewski";"03";577.1;NA;NA;NA;NA;70.5;61.1;16.3;61939;NA;NA;NA
"023015720000";"Powiat pleszewski";"04";586.9;14337;NA;NA;NA;71.6;59.1;15.9;61864;NA;NA;NA
"023015720000";"Powiat pleszewski";"05";653.9;12181;NA;NA;28.75;70.2;57.7;15.2;62004;NA;NA;NA
"023015720000";"Powiat pleszewski";"06";668.3;12939;NA;NA;28.6;71;57.2;12.1;62084;NA;NA;NA
"023015720000";"Powiat pleszewski";"07";674.1;11688;NA;NA;28.59;71.3;56.7;8.2;62103;NA;NA;NA
"023015720000";"Powiat pleszewski";"08";684.6;9708;NA;NA;28.36;73.7;56.4;6;62307;NA;NA;NA
"023015720000";"Powiat pleszewski";"09";692.4;9426;NA;NA;28.24;71.7;55.4;7.8;62407;NA;NA;NA
"023015720000";"Powiat pleszewski";"10";702.7;9038;NA;NA;28.55;74;55.5;7.9;63269;NA;NA;NA
"023015720000";"Powiat pleszewski";"11";699.4;9076;NA;NA;28.4;75.1;55.9;7.7;63225;NA;NA;NA
"023015720000";"Powiat pleszewski";"12";698.6;8604;NA;NA;28.19;77;56.8;8;63355;NA;NA;NA
"023015720000";"Powiat pleszewski";"13";694.6;8234;NA;1288;28.06;79.4;57.3;8.5;63296;129;662;14
"023015720000";"Powiat pleszewski";"14";690.2;8623;NA;1038;33;79.7;58.5;5.9;63282;248;441;6
"023015720000";"Powiat pleszewski";"15";658.5;7972;NA;973;35.79;79.7;59.5;4.2;63252;296;270;9
"023015720000";"Powiat pleszewski";"16";745.4;6873;NA;930;35.61;79.2;60.7;3.4;63212;339;357;4
"023015720000";"Powiat pleszewski";"17";733.9;6236;NA;1040;35.43;80;62.2;2.3;63218;440;453;11
"023015720000";"Powiat pleszewski";"18";750.1;5689;NA;865;35.25;80;63.5;2.3;63147;273;362;7
"023015720000";"Powiat pleszewski";"19";743;5213;NA;704;35.08;81.4;65.1;2.6;63014;125;263;12
"023015720000";"Powiat pleszewski";"20";794.9;5418;0;757;34.8;81;0;3.7;61972;215;338;8
"023015720000";"Powiat pleszewski";"21";762.6;5382;NA;726;34.62;82;0;2.6;61723;159;359;16
"023015720000";"Powiat pleszewski";"22";732.9;5754;3;750;34.51;82.9;0;2.4;61523;166;355;6
"023015761000";"Powiat m. Kalisz";"02";669.5;NA;NA;NA;NA;90.9;55.6;NA;109385;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"03";662.1;NA;NA;NA;NA;90.6;54.6;11.4;108920;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"04";668.7;59632;NA;NA;NA;89.8;53.5;10.1;108792;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"05";675.2;56200;NA;NA;100;85.3;53.3;8.7;108841;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"06";684.4;52301;NA;NA;100;84.3;54.4;7.8;108477;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"07";673.6;47083;NA;NA;100;84.4;55.1;4.9;108031;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"08";699.1;38482;NA;NA;100;84.3;55.8;3.9;107140;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"09";707.1;33393;NA;NA;100;83.8;56.5;5.8;107019;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"10";717.3;32023;NA;NA;100;83.1;58;6.1;105567;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"11";722.6;30876;NA;NA;100;83.6;59.7;5.7;105122;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"12";703.8;32658;NA;NA;100;84.1;61.4;6.3;104676;NA;NA;NA
"023015761000";"Powiat m. Kalisz";"13";698.7;32722;NA;3696;100;84.2;63.2;6.3;103997;771;2061;57
"023015761000";"Powiat m. Kalisz";"14";685.4;31303;NA;3138;100;84.8;65;5.3;103373;1009;2135;37
"023015761000";"Powiat m. Kalisz";"15";679.7;28854;NA;2740;100;85.1;66.7;4.2;102808;1079;2033;21
"023015761000";"Powiat m. Kalisz";"16";718.2;26095;NA;2447;100;85;68.7;3.6;102249;1024;1610;29
"023015761000";"Powiat m. Kalisz";"17";741.6;23699;NA;2183;100;85.9;70.6;2.5;101625;930;1288;41
"023015761000";"Powiat m. Kalisz";"18";748.5;20184;NA;2542;100;85.3;72.4;2.2;100975;1051;1526;49
"023015761000";"Powiat m. Kalisz";"19";750.1;23546;NA;2434;100;85.5;74.3;2.2;100246;760;1406;35
"023015761000";"Powiat m. Kalisz";"20";770.9;15879;0;2312;100;85.4;0;3;96222;659;1341;38
"023015761000";"Powiat m. Kalisz";"21";727.7;15334;NA;2586;100;86;0;2.8;95021;713;1473;29
"023015761000";"Powiat m. Kalisz";"22";711.5;27823;0;3435;100;86.2;0;2.9;93973;1550;1586;40
"023015803000";"Powiat gnieźnieński";"02";532.7;NA;NA;NA;NA;80.4;58.8;NA;139712;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"03";528;NA;NA;NA;NA;81.5;56.7;14.4;139899;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"04";545.3;58205;NA;NA;NA;78.6;55;14.1;140298;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"05";650.4;24548;NA;NA;64.92;79.4;53.6;12.1;140286;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"06";661.6;52266;NA;NA;64.69;79.2;53.2;9.8;140352;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"07";674.1;43783;NA;NA;64.39;79.7;53;6.5;140752;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"08";686.7;34504;NA;NA;64.14;79.1;53.2;5.4;141266;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"09";699.3;30897;NA;NA;63.92;78.6;53.2;6.5;141719;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"10";710.4;31092;NA;NA;63.6;79.1;53.5;6.8;143907;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"11";698.1;30811;NA;NA;63.35;79.3;54.6;7.3;144296;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"12";699.4;31007;NA;NA;63.09;80.3;55.8;8.1;144660;NA;NA;NA
"023015803000";"Powiat gnieźnieński";"13";694.6;31800;NA;3116;62.81;81.1;57;8.4;144955;495;1389;118
"023015803000";"Powiat gnieźnieński";"14";678.9;32224;NA;2514;62.61;81.3;58.5;6.7;145075;565;1156;60
"023015803000";"Powiat gnieźnieński";"15";674.7;30789;NA;2203;62.29;81.6;60;5.2;145085;379;1106;64
"023015803000";"Powiat gnieźnieński";"16";693.6;28221;NA;1755;62.06;82.2;61.8;4.3;145211;269;915;68
"023015803000";"Powiat gnieźnieński";"17";657.3;26465;NA;2098;61.8;83.4;63.9;3.5;145333;415;940;60
"023015803000";"Powiat gnieźnieński";"18";735;24035;NA;2577;61.48;83.1;65.5;2.7;145317;383;898;50
"023015803000";"Powiat gnieźnieński";"19";746.6;21724;NA;2061;61.2;82.3;67.2;2.1;145418;470;879;51
"023015803000";"Powiat gnieźnieński";"20";786;19520;1;2078;60.29;84.3;0;2.5;142872;570;910;52
"023015803000";"Powiat gnieźnieński";"21";783.4;19450;NA;2572;59.84;86;0;2.5;142166;886;1458;59
"023015803000";"Powiat gnieźnieński";"22";766.8;19866;9;2818;59.38;84;0;2.6;141748;1227;1665;45
"023015809000";"Powiat kolski";"02";393.6;NA;NA;NA;NA;94.6;65.3;NA;89354;NA;NA;NA
"023015809000";"Powiat kolski";"03";434.2;NA;NA;NA;NA;96.6;63.4;18;89162;NA;NA;NA
"023015809000";"Powiat kolski";"04";502.7;24210;NA;NA;NA;97.7;61.8;16.5;88969;NA;NA;NA
"023015809000";"Powiat kolski";"05";650.4;23376;NA;NA;38.1;96.9;60;15.7;88771;NA;NA;NA
"023015809000";"Powiat kolski";"06";672.8;21034;NA;NA;38.1;95.9;59.6;12.8;88521;NA;NA;NA
"023015809000";"Powiat kolski";"07";681.9;18780;NA;NA;38.07;91;59;10.2;88404;NA;NA;NA
"023015809000";"Powiat kolski";"08";689.3;14836;NA;NA;38.02;89.2;58.5;7.7;88395;NA;NA;NA
"023015809000";"Powiat kolski";"09";688.2;13378;NA;NA;37.91;90.3;58.2;9.7;88274;NA;NA;NA
"023015809000";"Powiat kolski";"10";690.7;12786;NA;NA;38.03;91.8;57.4;8.6;89688;NA;NA;NA
"023015809000";"Powiat kolski";"11";690.2;11935;NA;NA;37.84;93.4;58.2;9.2;89523;NA;NA;NA
"023015809000";"Powiat kolski";"12";683;11313;NA;NA;37.74;89.5;58.8;9.5;89343;NA;NA;NA
"023015809000";"Powiat kolski";"13";685.8;11128;NA;2054;37.71;92.4;59.3;9.9;89077;260;666;28
"023015809000";"Powiat kolski";"14";676.7;11289;NA;1648;37.46;90.5;59.9;8.9;88848;386;840;22
"023015809000";"Powiat kolski";"15";634.5;10420;NA;1402;37.39;89;60.5;7.8;88399;303;669;19
"023015809000";"Powiat kolski";"16";713.3;9696;NA;1083;37.1;88.8;61.4;6.1;88125;192;453;30
"023015809000";"Powiat kolski";"17";714.5;8994;NA;999;36.98;89.1;62.7;3.7;87790;177;359;32
"023015809000";"Powiat kolski";"18";722.6;7974;NA;1053;36.86;86.5;63.7;2.7;87216;256;409;24
"023015809000";"Powiat kolski";"19";734.2;6995;NA;1257;36.6;86.7;65.5;2.4;86727;242;605;33
"023015809000";"Powiat kolski";"20";782.6;6015;4;1455;35.83;88.6;0;3.1;83538;326;829;29
"023015809000";"Powiat kolski";"21";737.3;5593;NA;1399;35.46;89.1;0;2;82751;376;621;26
"023015809000";"Powiat kolski";"22";697.8;5840;6;1341;35.15;89.1;0;1.9;82104;434;741;23
"023015810000";"Powiat koniński";"02";509;NA;NA;NA;NA;112.2;68.8;NA;121803;NA;NA;NA
"023015810000";"Powiat koniński";"03";536.8;NA;NA;NA;NA;108;66.5;17.8;122453;NA;NA;NA
"023015810000";"Powiat koniński";"04";559.9;11703;NA;NA;NA;106.5;64.3;17.3;122982;NA;NA;NA
"023015810000";"Powiat koniński";"05";679.5;10297;NA;NA;14.32;103;62.4;16;123456;NA;NA;NA
"023015810000";"Powiat koniński";"06";695.3;10163;NA;NA;14.24;98.9;61.4;13.4;124152;NA;NA;NA
"023015810000";"Powiat koniński";"07";698.5;8387;NA;NA;14.2;94;60.4;10.9;124703;NA;NA;NA
"023015810000";"Powiat koniński";"08";709.2;6780;NA;NA;14.13;88.9;59.4;7;125405;NA;NA;NA
"023015810000";"Powiat koniński";"09";712.9;5187;NA;NA;14.1;88.7;58;9;125965;NA;NA;NA
"023015810000";"Powiat koniński";"10";729.9;4994;NA;NA;14.09;89.1;56.9;9.8;127403;NA;NA;NA
"023015810000";"Powiat koniński";"11";731.4;4817;NA;NA;14.06;87.7;56.4;9.5;127869;NA;NA;NA
"023015810000";"Powiat koniński";"12";723;4713;NA;NA;13.98;86;55.8;10.3;128237;NA;NA;NA
"023015810000";"Powiat koniński";"13";720.8;4528;NA;2422;13.92;85;55.6;10.5;128698;129;798;69
"023015810000";"Powiat koniński";"14";719.2;4270;NA;2535;13.86;83.1;55.5;9.4;128984;677;1042;45
"023015810000";"Powiat koniński";"15";683.1;3726;NA;1756;13.81;80;55.8;8.4;129273;189;688;46
"023015810000";"Powiat koniński";"16";762;3122;NA;1910;13.76;77.7;56.3;7.9;129475;745;412;35
"023015810000";"Powiat koniński";"17";754;2645;NA;1299;13.73;76;57.2;6.1;129715;223;501;54
"023015810000";"Powiat koniński";"18";765.2;2326;NA;1146;13.68;74.6;58.1;4.8;129966;130;445;40
"023015810000";"Powiat koniński";"19";784.1;2098;NA;1473;13.59;73.2;58.9;4.6;130053;211;495;70
"023015810000";"Powiat koniński";"20";815.3;1854;0;1163;13.53;75.8;0;5.5;128787;108;406;50
"023015810000";"Powiat koniński";"21";695.8;1595;NA;1236;13.42;74.3;0;4.7;128902;227;451;52
"023015810000";"Powiat koniński";"22";715.7;1413;0;1367;13.24;74.4;0;4.5;128883;234;642;40
"023015823000";"Powiat słupecki";"02";673.8;NA;NA;NA;NA;76.2;64.7;NA;58720;NA;NA;NA
"023015823000";"Powiat słupecki";"03";703.7;NA;NA;NA;NA;76;62.4;17.7;58735;NA;NA;NA
"023015823000";"Powiat słupecki";"04";668.7;13283;NA;NA;NA;75.8;60.6;16.5;58869;NA;NA;NA
"023015823000";"Powiat słupecki";"05";675.3;12336;NA;NA;29.56;75.9;58.7;15.4;58792;NA;NA;NA
"023015823000";"Powiat słupecki";"06";692.7;11843;NA;NA;29.27;76.6;58.2;12.9;58788;NA;NA;NA
"023015823000";"Powiat słupecki";"07";702.7;9773;NA;NA;29.12;75.6;57.2;9.5;58561;NA;NA;NA
"023015823000";"Powiat słupecki";"08";708.5;7781;NA;NA;29.02;75.9;56.5;8.2;58544;NA;NA;NA
"023015823000";"Powiat słupecki";"09";712.6;7110;NA;NA;28.91;76.4;55.9;10.2;58516;NA;NA;NA
"023015823000";"Powiat słupecki";"10";719.2;6737;NA;NA;28.96;77.2;55.6;10.1;59847;NA;NA;NA
"023015823000";"Powiat słupecki";"11";713.1;6492;NA;NA;28.8;76.8;56.1;10.3;59792;NA;NA;NA
"023015823000";"Powiat słupecki";"12";710.5;6459;NA;NA;28.65;77.1;56.4;10.8;59754;NA;NA;NA
"023015823000";"Powiat słupecki";"13";708;6796;NA;993;28.64;76.1;57.1;11.2;59651;140;365;16
"023015823000";"Powiat słupecki";"14";701.9;6845;NA;612;28.63;77.3;57.9;9;59698;125;258;17
"023015823000";"Powiat słupecki";"15";660.8;6785;NA;567;28.52;76.4;58.7;6.8;59591;70;190;22
"023015823000";"Powiat słupecki";"16";748.9;5954;NA;494;28.31;77.3;59.4;5.8;59617;89;177;12
"023015823000";"Powiat słupecki";"17";733.1;5051;NA;538;28.33;78.7;60.8;5;59576;135;173;15
"023015823000";"Powiat słupecki";"18";741.1;4591;NA;501;28.26;79.9;61.8;4.8;59371;99;136;17
"023015823000";"Powiat słupecki";"19";737;4115;NA;624;28.1;80.4;63.4;4.2;59077;190;276;24
"023015823000";"Powiat słupecki";"20";772.2;3663;0;1022;27.99;84.9;0;5.2;58089;488;651;18
"023015823000";"Powiat słupecki";"21";773.4;3306;NA;926;27.78;83.2;0;4.4;57852;329;446;10
"023015823000";"Powiat słupecki";"22";733.4;3592;0;822;27.59;81.3;0;4.4;57554;242;330;13
"023015827000";"Powiat turecki";"02";451.9;NA;NA;NA;NA;86.4;66.7;NA;83754;NA;NA;NA
"023015827000";"Powiat turecki";"03";473.4;NA;NA;NA;NA;87.9;64.4;16.3;83646;NA;NA;NA
"023015827000";"Powiat turecki";"04";544.4;15140;NA;NA;NA;85.1;62.6;16.1;83695;NA;NA;NA
"023015827000";"Powiat turecki";"05";632.9;14286;NA;NA;41.04;82.5;61;14.9;83699;NA;NA;NA
"023015827000";"Powiat turecki";"06";645.9;13506;NA;NA;40.72;81.4;60.1;11.8;83625;NA;NA;NA
"023015827000";"Powiat turecki";"07";654.8;11208;NA;NA;40.57;79.9;59.5;5.3;83585;NA;NA;NA
"023015827000";"Powiat turecki";"08";668.3;8249;NA;NA;40.24;78.5;58.8;6;83633;NA;NA;NA
"023015827000";"Powiat turecki";"09";669.2;8199;NA;NA;40.03;80.5;57.9;7.9;83691;NA;NA;NA
"023015827000";"Powiat turecki";"10";674.8;8037;NA;NA;40.16;80.6;57;7.8;84721;NA;NA;NA
"023015827000";"Powiat turecki";"11";677.4;7835;NA;NA;39.82;81.6;57.3;7.5;84761;NA;NA;NA
"023015827000";"Powiat turecki";"12";679.1;7133;NA;NA;39.6;79.5;57.1;8.1;84630;NA;NA;NA
"023015827000";"Powiat turecki";"13";669.3;6695;NA;2409;39.04;76.3;57.7;7.4;84420;639;722;30
"023015827000";"Powiat turecki";"14";662.8;6652;NA;1339;38.76;75.5;58.4;6.2;84441;257;634;20
"023015827000";"Powiat turecki";"15";623.2;5683;NA;1400;38.55;72.3;59;4.9;84366;335;519;17
"023015827000";"Powiat turecki";"16";702.3;5536;NA;1455;38.22;73.8;59.8;3.7;84297;564;483;14
"023015827000";"Powiat turecki";"17";701.2;4910;NA;1775;38.01;74.9;61.2;3.1;84267;899;406;20
"023015827000";"Powiat turecki";"18";707.5;4557;NA;1052;37.77;74;62.5;3.2;84101;164;567;17
"023015827000";"Powiat turecki";"19";681.4;4406;NA;1475;37.48;74.5;64.1;2.7;83894;212;441;18
"023015827000";"Powiat turecki";"20";695.6;3992;0;2028;36.54;77.2;0;3.4;82151;1318;531;10
"023015827000";"Powiat turecki";"21";693.4;3844;NA;3089;36.26;73.4;0;2.5;81708;153;472;13
"023015827000";"Powiat turecki";"22";649.3;4340;6;1656;35.89;75.3;0;2.7;81377;278;582;19
"023015830000";"Powiat wrzesiński";"02";613.7;NA;NA;NA;NA;74.2;60.4;NA;73393;NA;NA;NA
"023015830000";"Powiat wrzesiński";"03";633.1;NA;NA;NA;NA;74.4;58.3;14.6;73502;NA;NA;NA
"023015830000";"Powiat wrzesiński";"04";618.2;21643;NA;NA;NA;75.7;56.4;13.7;73640;NA;NA;NA
